"","caseid","V1","V2","V3","V4","V5","V6","V7"
"3696","20160404160707","43","02","Full time","01","530","0","190"
"3697","20160404160710","45","02","No answer","02","1240","0","0"
"3698","20160404160711","37","01","Full time","01","450","0","443"
"3699","20160404160712","37","01","Full time","01","440","0","125"
"3700","20160404160731","66","02","No answer","01","463","0","620"
"3701","20160404160743","67","01","Full time","01","450","0","60"
"3702","20160404160753","85","01","No answer","02","570","0","755"
"3703","20160404160774","40","01","Full time","01","612","0","295"
"3704","20160404160790","57","01","Full time","01","380","0","20"
"3705","20160404160798","34","01","Full time","01","720","0","255"
"3706","20160404160804","61","02","No answer","01","480","0","300"
"3707","20160404160806","46","01","Full time","01","660","0","60"
"3708","20160404160867","16","01","No answer","01","685","0","240"
"3709","20160404160881","69","02","No answer","01","690","0","325"
"3710","20160404160884","15","01","No answer","01","715","20","480"
"3711","20160404160886","45","02","Part time","01","460","0","225"
"3712","20160404160889","54","02","Part time","01","430","0","257"
"3713","20160404160897","48","02","No answer","01","540","0","260"
"3714","20160404160912","75","02","No answer","02","480","0","394"
"3715","20160404160916","39","01","No answer","01","660","0","346"
"3716","20160404160943","22","02","Part time","01","595","240","0"
"3717","20160404160948","43","01","Full time","01","535","0","100"
"3718","20160404160959","18","01","No answer","01","300","0","575"
"3719","20160404160976","27","01","Full time","01","720","0","300"
"3720","20160404160991","63","02","No answer","01","600","0","315"
"3721","20160404160996","72","02","No answer","01","390","0","710"
"3722","20160404161025","42","01","Full time","01","395","0","110"
"3723","20160404161030","43","02","Full time","01","454","0","162"
"3724","20160404161035","63","02","No answer","02","548","0","277"
"3725","20160404161043","63","02","Part time","01","488","0","442"
"3726","20160404161056","85","01","No answer","02","940","0","440"
"3727","20160404161077","61","02","Part time","01","410","0","60"
"3728","20160404161085","44","01","Part time","02","678","0","325"
"3729","20160404161092","39","01","Full time","01","415","0","45"
"3730","20160404161106","70","01","No answer","01","660","0","470"
"3731","20160404161109","50","02","Full time","01","465","0","110"
"3732","20160404161110","45","01","Full time","01","400","0","165"
"3733","20160404161130","52","02","No answer","01","422","0","0"
"3734","20160404161164","45","02","Part time","01","655","0","110"
"3735","20160404161184","40","02","Full time","01","400","0","21"
"3736","20160404161197","48","01","Part time","01","530","0","240"
"3737","20160404161202","64","02","Full time","01","510","0","30"
"3738","20160404161216","58","01","No answer","02","620","0","299"
"3739","20160404161294","38","01","Part time","01","510","0","355"
"3740","20160404161295","85","01","No answer","01","411","0","436"
"3741","20160404161313","80","01","Part time","01","375","0","520"
"3742","20160404161332","75","01","No answer","01","615","0","90"
"3743","20160404161334","66","02","No answer","01","530","0","240"
"3744","20160404161349","77","01","No answer","02","415","0","370"
"3745","20160404161355","39","01","Full time","01","210","0","415"
"3746","20160404161398","46","01","Full time","01","475","0","152"
"3747","20160404161423","44","01","Full time","01","610","0","305"
"3748","20160404161426","17","01","No answer","01","394","0","424"
"3749","20160404161428","78","01","No answer","02","160","0","360"
"3750","20160404161457","61","02","No answer","02","480","0","760"
"3751","20160404161467","75","01","No answer","01","457","0","397"
"3752","20160404161482","48","01","Full time","01","690","0","385"
"3753","20160404161485","85","02","No answer","01","520","0","310"
"3754","20160404161512","57","02","Full time","01","480","0","260"
"3755","20160404161518","53","02","Full time","01","445","0","303"
"3756","20160404161520","78","02","No answer","02","570","0","675"
"3757","20160404161529","50","01","Full time","01","555","0","190"
"3758","20160404161545","77","02","No answer","02","405","0","535"
"3759","20160404161579","65","02","Part time","01","570","0","255"
"3760","20160404161614","64","02","No answer","01","601","0","369"
"3761","20160404161615","54","01","Full time","01","305","0","15"
"3762","20160404161629","63","02","No answer","02","660","0","440"
"3763","20160404161641","65","02","Full time","02","365","0","102"
"3764","20160404161642","18","01","Full time","01","720","0","617"
"3765","20160404161658","47","01","Part time","01","510","0","526"
"3766","20160404161677","31","02","No answer","02","710","0","420"
"3767","20160404161684","43","02","Part time","01","615","0","121"
"3768","20160404161696","30","02","Full time","02","510","0","120"
"3769","20160404161704","42","02","Part time","01","280","0","270"
"3770","20160404161744","61","02","Full time","01","720","0","330"
"3771","20160404161752","71","02","Full time","01","418","0","80"
"3772","20160404161805","74","01","No answer","01","726","0","225"
"3773","20160404161822","51","01","No answer","01","480","0","287"
"3774","20160404161833","70","01","No answer","01","635","0","780"
"3775","20160404161843","43","02","No answer","01","680","0","300"
"3776","20160404161849","26","02","Part time","01","500","0","105"
"3777","20160404161863","50","02","Full time","01","690","0","438"
"3778","20160404161864","60","02","No answer","01","720","0","290"
"3779","20160404161879","19","02","Part time","01","890","0","290"
"3780","20160404161889","36","02","Part time","01","1095","0","0"
"3781","20160404161890","61","02","Full time","01","540","0","115"
"3782","20160404161891","75","02","No answer","01","720","0","190"
"3783","20160404161894","53","01","Full time","01","390","0","535"
"3784","20160404161915","43","02","Part time","01","450","0","570"
"3785","20160404161949","46","01","Full time","01","460","0","55"
"3786","20160404161982","45","02","Full time","01","480","0","135"
"3787","20160404161995","67","02","No answer","01","530","0","514"
"3788","20160404162000","53","01","Full time","01","850","0","60"
"3789","20160404162014","70","02","No answer","02","510","0","615"
"3790","20160404162037","41","01","Full time","01","484","0","55"
"3791","20160404162044","31","01","Full time","01","680","0","60"
"3792","20160404162070","38","01","No answer","01","560","0","0"
"3793","20160404162080","26","02","Part time","01","753","0","490"
"3794","20160404162085","58","01","Full time","01","465","0","115"
"3795","20160404162095","80","02","No answer","02","705","0","540"
"3796","20160404162160","34","02","No answer","01","577","30","30"
"3797","20160404162173","27","01","Full time","01","610","0","536"
"3798","20160404162194","44","01","Full time","01","405","0","45"
"3799","20160404162201","72","02","Part time","02","600","0","550"
"3800","20160404162211","69","02","No answer","01","510","0","210"
"3801","20160404162221","46","02","Part time","02","1045","0","0"
"3802","20160404162233","65","02","No answer","01","630","0","310"
"3803","20160404162248","66","01","Part time","01","480","0","220"
"3804","20160404162262","60","02","No answer","01","300","0","860"
"3805","20160404162277","24","01","Full time","01","495","0","150"
"3806","20160404162281","76","01","No answer","02","450","0","482"
"3807","20160404162292","34","02","Full time","01","475","0","120"
"3808","20160404162312","67","02","No answer","01","450","0","440"
"3809","20160404162351","21","01","Full time","01","690","0","212"
"3810","20160404162358","72","02","No answer","02","760","0","390"
"3811","20160404162361","49","01","Full time","01","420","0","240"
"3812","20160404162388","62","01","Full time","01","120","0","395"
"3813","20160404162395","37","01","Full time","02","480","0","660"
"3814","20160404162398","73","01","No answer","01","600","0","630"
"3815","20160404162403","63","02","Part time","01","540","0","238"
"3816","20160404162447","35","01","Full time","01","510","0","546"
"3817","20160404162456","44","01","Full time","01","410","0","140"
"3818","20160502160809","35","02","No answer","01","519","0","60"
"3819","20160502161042","85","02","No answer","01","405","0","337"
"3820","20160502161067","54","02","Full time","01","540","0","105"
"3821","20160503160020","46","02","Full time","01","818","0","190"
"3822","20160503160135","32","02","Full time","01","780","0","550"
"3823","20160503160509","24","01","Full time","01","540","0","540"
"3824","20160503160547","24","01","Full time","01","270","0","125"
"3825","20160503160552","34","01","Full time","01","524","0","210"
"3826","20160503160569","20","02","Full time","01","885","0","225"
"3827","20160503160582","72","01","Part time","01","550","0","360"
"3828","20160503160591","57","02","Part time","01","465","0","315"
"3829","20160503160594","17","02","No answer","01","540","545","0"
"3830","20160503160602","73","01","No answer","02","833","0","358"
"3831","20160503160606","15","01","No answer","01","660","0","305"
"3832","20160503160629","85","01","No answer","01","630","0","0"
"3833","20160503160657","40","02","Part time","01","390","0","170"
"3834","20160503160700","19","01","Part time","02","640","20","60"
"3835","20160503160702","46","01","Full time","01","345","0","565"
"3836","20160503160724","70","01","No answer","01","310","0","20"
"3837","20160503160742","69","02","Part time","01","480","0","220"
"3838","20160503160744","66","02","Part time","01","460","0","220"
"3839","20160503160775","67","01","No answer","01","600","0","425"
"3840","20160503160783","47","01","Full time","01","405","0","125"
"3841","20160503160847","53","02","Full time","01","420","0","280"
"3842","20160503160864","80","02","No answer","02","450","0","320"
"3843","20160503160881","52","01","Full time","01","520","0","120"
"3844","20160503160890","65","02","No answer","01","850","0","120"
"3845","20160503160924","47","02","Full time","01","460","0","103"
"3846","20160503160933","40","02","Full time","01","750","0","120"
"3847","20160503160936","34","02","No answer","01","700","0","495"
"3848","20160503160938","85","02","No answer","02","760","0","315"
"3849","20160503160941","64","01","No answer","01","700","0","0"
"3850","20160503160972","30","02","No answer","01","435","0","120"
"3851","20160503160995","21","01","Part time","01","540","790","60"
"3852","20160503161020","17","02","No answer","01","580","60","135"
